X	Y	T	realZxx	imagZxx	realZxy	imagZxy	realZyx	imagZyx	realZyy	imagZyy	KR	realZxx_real	imagZxx_real	realZxy_real	imagZxy_real	realZyx_real	imagZyx_real	realZyy_real	imagZyy_real
-1000	-3000	500	-4.55E-05	6.53E-05	0.00052017	-0.000958007	-0.000514201	0.000898587	2.47E-05	-3.79E-05	2.259066191	-2.54E-05	3.82E-05	0.000302794	-0.000558131	-0.000390704	0.000683062	2.00E-05	-3.03E-05
0	-3000	500	2.11E-05	-3.62E-05	0.000449505	-0.000830666	-0.000380773	0.000662996	-7.50E-06	1.10E-05	1.52056545	6.86E-06	-1.23E-05	0.000293455	-0.00054164	-0.000385704	0.000667112	-6.58E-06	9.84E-06
1000	-3000	500	3.92E-05	-5.78E-05	0.000268196	-0.000490618	-0.00032718	0.000565472	-2.77E-05	4.17E-05	0.67284692	4.92E-05	-7.17E-05	0.000325888	-0.000598647	-0.000399713	0.000689043	-3.31E-05	5.05E-05
2000	-3000	500	0.000164918	-0.000246606	0.000665555	-0.00121157	-0.000414193	0.000724861	-6.07E-05	9.48E-05	1.39707781	0.000122731	-0.000186849	0.000468428	-0.000850601	-0.000416505	0.000741609	-5.85E-05	8.91E-05
3000	-3000	500	0.000454704	-0.000716697	0.00153287	-0.00276537	-0.000817867	0.0014773	-0.000108131	0.000163656	2.926004644	0.000281322	-0.000439116	0.000900033	-0.00162127	-0.000488257	0.000867596	-8.14E-05	0.000126356
4000	-3000	500	0.000328278	-0.000523038	0.00115526	-0.00209163	-0.000612281	0.00113462	-0.000106918	0.000169869	1.009643633	0.000329192	-0.000520259	0.0011623	-0.00210153	-0.000607146	0.00111094	-9.76E-05	0.00015321
5000	-3000	500	0.000254934	-0.000403989	0.00114559	-0.00208829	-0.000690062	0.00130842	-9.39E-05	0.00014642	1.005411939	0.000260698	-0.000410166	0.00114812	-0.00209089	-0.000679149	0.00130395	-9.50E-05	0.000147846
6000	-3000	500	0.000191552	-0.000300382	0.00111464	-0.00204573	-0.000742448	0.00142344	-8.15E-05	0.000125369	1.009772508	0.000196456	-0.000305817	0.00111312	-0.00204144	-0.000736083	0.00141393	-8.29E-05	0.000127739
7000	-3000	500	9.44E-05	-0.000147309	0.000715223	-0.00131923	-0.000513717	0.000995853	-4.53E-05	6.91E-05	0.439025506	0.000148671	-0.000227481	0.0010851	-0.00200197	-0.000764411	0.0014989	-6.95E-05	0.000105564
8000	-3000	500	0.000108188	-0.000167334	0.00105754	-0.00195994	-0.000800204	0.00156482	-5.89E-05	8.84E-05	1.000523492	0.000114258	-0.000171504	0.00106269	-0.00196978	-0.000795961	0.00155616	-5.78E-05	8.53E-05
9000	-3000	500	0.000157271	-0.000245094	0.00197256	-0.00366101	-0.00116212	0.00230728	-7.32E-05	0.000105999	2.685133481	8.88E-05	-0.000131362	0.00104579	-0.00194809	-0.000816282	0.00161463	-4.81E-05	6.85E-05
-9000	0	500	1.55E-06	-7.76E-07	0.00105935	-0.00196363	-0.000775862	0.0015357	7.58E-07	-1.23E-06	0.999436756	-1.40E-06	-3.22E-07	0.00107006	-0.00198212	-0.000768246	0.00152233	2.58E-07	3.03E-07
-8000	0	500	3.30E-06	-2.72E-06	0.00109581	-0.00202188	-0.00073653	0.00145	-1.97E-06	3.19E-06	1.013522361	-5.34E-07	-1.39E-07	0.00109028	-0.0020117	-0.000726004	0.00144011	1.94E-07	2.94E-07
-7000	0	500	1.05E-06	-1.09E-06	0.000503667	-0.000923898	-0.000661995	0.00128464	-2.80E-06	4.45E-06	0.432774877	-2.72E-07	6.75E-07	0.00111389	-0.00204593	-0.000682063	0.00134541	3.08E-07	6.21E-08
-6000	0	500	9.63E-07	-1.13E-06	0.00114106	-0.00208271	-0.000628594	0.0012163	-2.40E-06	3.63E-06	1.010016875	-4.05E-07	9.52E-07	0.00114015	-0.00208266	-0.000622202	0.00120462	4.76E-07	1.55E-09
-5000	0	500	-3.29E-06	-7.49E-07	0.00198507	-0.00360421	-0.000934974	0.00178278	-2.85E-06	3.86E-06	2.893561858	-2.98E-07	8.85E-07	0.00115924	-0.002104	-0.000551634	0.0010563	5.06E-07	-2.29E-08
-4000	0	500	-1.77E-06	2.47E-06	0.000485444	-0.000875457	-0.000212126	0.000389164	2.88E-06	-5.27E-06	0.204621861	2.64E-08	1.17E-06	0.00107601	-0.0019427	-0.000463362	0.000859371	3.97E-07	-5.53E-08
-3000	0	500	2.01E-06	-4.37E-06	0.000622307	-0.00112683	-0.000397071	0.000703775	-5.58E-06	9.98E-06	1.01091696	-1.01E-07	1.27E-06	0.000613325	-0.00111014	-0.000394291	0.000708976	2.16E-07	-8.38E-08
-2000	0	500	2.40E-07	-1.70E-07	0.000158304	-0.000290109	-0.000165797	0.000287399	-3.41E-07	5.61E-07	0.207422044	-1.06E-06	2.03E-07	0.000347507	-0.000636322	-0.000365205	0.000631095	1.62E-07	-1.13E-08
-1000	0	500	1.27E-06	3.74E-08	0.000279023	-0.000515724	-0.000348974	0.000601261	-5.00E-07	1.06E-06	1.002283034	-7.68E-07	-1.32E-06	0.000275337	-0.000507806	-0.000355687	0.00060763	8.48E-09	6.17E-08
0	0	500	-8.77E-07	2.19E-06	0.0002193	-0.000405554	-0.000285943	0.000489934	4.20E-07	-1.21E-06	0.676252501	-1.39E-06	-1.48E-06	0.000265827	-0.000490914	-0.000346945	0.000599624	6.90E-08	6.26E-08
1000	0	500	-7.50E-07	1.39E-06	0.000242022	-0.000446381	-0.000237484	0.00040758	-2.95E-07	-1.53E-07	0.53425333	-8.13E-07	-3.50E-07	0.000298827	-0.00054956	-0.000363437	0.000617727	-6.52E-08	-2.62E-11
2000	0	500	1.13E-06	-1.53E-06	0.000509178	-0.000927433	-0.000443922	0.000774917	-3.13E-06	6.21E-06	1.355399252	-1.57E-07	-1.32E-07	0.000441707	-0.000804171	-0.000370228	0.000663494	-3.95E-08	-2.61E-09
3000	0	500	-2.31E-06	3.93E-06	0.00105202	-0.00189824	-0.000503267	0.000903061	6.60E-07	-1.34E-06	1.447650759	4.36E-07	-1.97E-07	0.000870206	-0.00157068	-0.000422076	0.000752893	-5.74E-08	-1.77E-07
4000	0	500	-7.56E-07	7.68E-07	0.00114579	-0.00207279	-0.000511	0.000958278	7.35E-07	-6.98E-07	1.011388051	8.03E-07	-5.02E-07	0.00114674	-0.00207579	-0.000510594	0.000943028	3.30E-08	-9.75E-08
5000	0	500	-1.04E-06	1.00E-06	0.00116778	-0.00212259	-0.000591689	0.00113768	5.32E-07	-1.98E-07	1.013920528	1.01E-06	-2.19E-07	0.00115317	-0.00209938	-0.00058406	0.00113808	6.53E-08	-2.68E-07
6000	0	500	-1.43E-05	2.55E-05	0.000809431	-0.00147105	-0.00029869	0.000580902	6.95E-06	-1.18E-05	0.324205675	1.43E-06	-1.98E-07	0.0011275	-0.00206488	-0.000657426	0.00127821	-2.82E-08	-4.35E-07
7000	0	500	-1.44E-06	1.92E-06	0.00108005	-0.00196925	-0.000490648	0.000959198	2.75E-06	-4.56E-06	0.669961744	1.34E-06	-9.10E-07	0.00110257	-0.00202888	-0.000703621	0.001397	-2.13E-07	-3.23E-07
8000	0	500	1.36E-05	-2.44E-05	0.000772904	-0.0014188	-0.000340802	0.000671754	-3.52E-06	5.95E-06	0.322860303	4.76E-07	-1.47E-06	0.00108018	-0.00199743	-0.000750144	0.00148052	-2.75E-07	-2.33E-08
9000	0	500	9.46E-07	-1.06E-05	0.0020161	-0.00374068	-0.00110718	0.00222955	-1.28E-06	-2.52E-06	2.710834939	-1.71E-07	-5.91E-07	0.00106008	-0.00196872	-0.000782782	0.00155976	-1.79E-07	3.58E-09
-9000	3000	500	8.82E-05	-0.000129532	0.000959496	-0.00172332	-0.000416423	0.000812119	-1.42E-05	1.58E-05	0.455119181	9.94E-05	-0.000149277	0.00105495	-0.00195936	-0.00080765	0.0015881	-5.27E-05	7.69E-05
-8000	3000	500	9.75E-05	-0.00014218	0.000980531	-0.00175227	-0.000137334	0.000268462	-1.09E-05	1.58E-05	0.156677717	0.000129168	-0.000196587	0.00107409	-0.00198483	-0.000779189	0.00152781	-6.33E-05	9.56E-05
-7000	3000	500	0.000241342	-0.000374703	0.00169644	-0.0030962	-0.000748468	0.00145205	-7.46E-05	0.000113322	1.526764859	0.000169663	-0.000262773	0.00109878	-0.00201969	-0.000751436	0.00146301	-7.59E-05	0.000117143
-6000	3000	500	0.000221005	-0.000349986	0.00114141	-0.00208389	-0.000714431	0.00136616	-8.82E-05	0.000136856	1.017722526	0.000225036	-0.000354021	0.00113026	-0.00206463	-0.000708961	0.00135638	-8.92E-05	0.000139328
-5000	3000	500	0.000287165	-0.000457604	0.00115484	-0.00209879	-0.000654016	0.0012232	-9.72E-05	0.000152949	0.990731535	0.000295889	-0.000469134	0.00116474	-0.00211159	-0.000651337	0.00122995	-9.82E-05	0.000154146
-4000	3000	500	0.000475141	-0.000757208	0.00160986	-0.00289892	-0.00103277	0.00187899	-0.000172244	0.000269569	2.737326722	0.000336147	-0.00052875	0.0011022	-0.00198442	-0.000549409	0.00100495	-9.19E-05	0.00014416
-3000	3000	500	0.000188997	-0.000289433	0.000647308	-0.00116296	-0.000852892	0.00149041	-0.000130243	0.000200551	1.887358728	0.000190495	-0.000293373	0.000642002	-0.00115823	-0.000446466	0.000799073	-7.01E-05	0.000108008
-2000	3000	500	7.69E-05	-0.000113825	0.00037765	-0.000688832	-0.000770295	0.00133676	-8.21E-05	0.000131895	1.913882896	7.78E-05	-0.000118177	0.000374221	-0.000683194	-0.000405253	0.000705801	-4.62E-05	7.03E-05
-1000	3000	500	2.58E-05	-4.71E-05	0.000425736	-0.000791013	-0.000727453	0.00127086	-4.04E-05	5.78E-05	2.648780861	2.58E-05	-4.06E-05	0.00030319	-0.000557775	-0.000394201	0.000676217	-1.98E-05	3.03E-05
0	3000	500	-8.50E-06	1.20E-05	0.000290986	-0.000539379	-0.000381494	0.000665801	7.03E-06	-1.01E-05	0.986166368	-6.96E-06	1.41E-05	0.00029384	-0.000541589	-0.000384639	0.000671625	6.69E-06	-1.03E-05
1000	3000	500	-3.07E-05	4.57E-05	0.000211274	-0.000389586	-0.000392329	0.000682506	3.36E-05	-5.11E-05	0.641753008	-4.79E-05	6.94E-05	0.000326397	-0.000599183	-0.00040091	0.000688307	3.32E-05	-5.05E-05
2000	3000	500	-0.000203645	0.00031168	0.000800674	-0.00145647	-0.000573415	0.00100985	8.26E-05	-0.000127734	2.332010839	-0.00012246	0.000184578	0.000469282	-0.000851305	-0.000416551	0.000741788	5.84E-05	-8.94E-05
3000	3000	500	-0.000274266	0.00042941	0.000894102	-0.0016119	-0.000492785	0.000880075	7.81E-05	-0.000121439	1.007733015	-0.000281055	0.000437962	0.000900911	-0.00162049	-0.000488963	0.000869769	8.14E-05	-0.00012608
4000	3000	500	-0.000325199	0.000519175	0.00116799	-0.00211212	-0.000394608	0.000733165	6.02E-05	-9.42E-05	0.66246242	-0.000328662	0.000520956	0.00116369	-0.00210332	-0.000606441	0.00111094	9.81E-05	-0.000153802
5000	3000	500	-0.000256793	0.00040805	0.00114611	-0.00208978	-0.000690376	0.00130818	9.64E-05	-0.000151257	1.005701754	-0.00025927	0.000412835	0.0011473	-0.00209068	-0.000680448	0.00130295	9.47E-05	-0.000148784
6000	3000	500	-0.000190897	0.000299818	0.00110172	-0.00202385	-0.000743978	0.0014292	8.30E-05	-0.000128518	1.002019468	-0.000195021	0.00030612	0.00111342	-0.00204229	-0.000734668	0.00141391	8.28E-05	-0.000128082
7000	3000	500	-0.000246835	0.000382385	0.00183689	-0.00339377	-0.00132013	0.00256154	0.000116555	-0.000180323	2.90550411	-0.000148307	0.000227449	0.00108434	-0.00199982	-0.000767016	0.00149779	6.98E-05	-0.000105962
8000	3000	500	-0.000109501	0.000167108	0.00105337	-0.0019521	-0.000802636	0.00157059	5.78E-05	-8.62E-05	0.999177048	-0.000113011	0.000171371	0.00106297	-0.00196964	-0.000794097	0.00155912	5.78E-05	-8.60E-05
9000	3000	500	-8.55E-05	0.000129183	0.00104385	-0.00194013	-0.000818237	0.00161294	4.80E-05	-7.00E-05	0.997576609	-8.80E-05	0.000130459	0.00104705	-0.00194698	-0.000814916	0.0016126	4.78E-05	-6.90E-05
-9000	6000	500	0.00013011	-0.00019489	0.0009938	-0.00186873	-0.000897508	0.00173127	-8.62E-05	0.000126061	0.990248935	0.000135539	-0.000197168	0.00100852	-0.00189228	-0.000892112	0.00172657	-8.52E-05	0.000121209
-8000	6000	500	0.000158111	-0.000239995	0.00100058	-0.00187791	-0.000904732	0.00173077	-0.000100617	0.000149491	0.998049567	0.000166644	-0.000247954	0.00101342	-0.00189632	-0.000893716	0.00171979	-0.000104387	0.000154215
-7000	6000	500	0.000264422	-0.00040951	0.00136898	-0.00256631	-0.00156221	0.00297235	-0.000215239	0.000327128	2.313300842	0.000207383	-0.000313927	0.00101749	-0.00189901	-0.000913956	0.00173692	-0.000130454	0.000198093
-6000	6000	500	0.000254348	-0.000396858	0.00102027	-0.00190808	-0.00162996	0.00304602	-0.000283368	0.000445695	1.740445043	0.000258056	-0.000398063	0.00101855	-0.00189635	-0.000944785	0.0017597	-0.000168118	0.000261973
-5000	6000	500	0.000426556	-0.000677774	0.00135982	-0.00253614	-0.00136813	0.00252053	-0.000299579	0.000485482	1.825908552	0.000320213	-0.000494908	0.00100778	-0.00187225	-0.001014	0.00186912	-0.000228169	0.000362387
-4000	6000	500	0.000340133	-0.000540781	0.000931293	-0.00173747	-0.00114705	0.00205879	-0.000311133	0.00051067	0.996701886	0.000350802	-0.000551526	0.000944536	-0.00175188	-0.00114237	0.00205149	-0.000316422	0.000516185
-3000	6000	500	0.000253788	-0.000400147	0.000765208	-0.00143974	-0.00127151	0.00225362	-0.000346077	0.00057198	1.005682696	0.000256189	-0.000404605	0.000767455	-0.00143561	-0.001267	0.0022484	-0.000348637	0.000572904
-2000	6000	500	0.000137575	-0.000213345	0.000624138	-0.00119068	-0.00130154	0.00229646	-0.000243941	0.000401806	1.01177983	0.000137132	-0.000213116	0.000618519	-0.00117371	-0.00130237	0.00230191	-0.000245794	0.000402556
-1000	6000	500	3.18E-05	-4.84E-05	0.000392095	-0.000752619	-0.00059211	0.00104222	-4.82E-05	7.88E-05	0.32454836	5.29E-05	-8.17E-05	0.000549991	-0.00105303	-0.00130936	0.00229376	-0.000106886	0.000174242
0	6000	500	-1.67E-05	2.55E-05	0.000532576	-0.00102104	-0.00059004	0.00103755	1.62E-05	-2.64E-05	0.44705964	-1.67E-05	2.73E-05	0.00053789	-0.00103131	-0.00130265	0.00230013	3.58E-05	-5.83E-05
1000	6000	500	-5.86E-05	8.93E-05	0.000407716	-0.000779251	-0.000592722	0.00104198	8.02E-05	-0.000131336	0.321509347	-9.37E-05	0.00014116	0.000576044	-0.00109852	-0.00130853	0.00230313	0.000178077	-0.000290684
2000	6000	500	-0.00017937	0.000281497	0.000679506	-0.00128733	-0.00128599	0.00226734	0.000297327	-0.000490443	1.001399626	-0.000192836	0.00029565	0.000681035	-0.0012842	-0.00129114	0.0022773	0.000306789	-0.000502601
3000	6000	500	-0.000582156	0.000914877	0.00148225	-0.00277154	-0.00208269	0.00372777	0.000631331	-0.00104584	2.916203179	-0.000316746	0.000501209	0.00086397	-0.00161121	-0.00122111	0.00217104	0.000355999	-0.000583943
4000	6000	500	-0.000328571	0.000517275	0.000976655	-0.00181983	-0.00107179	0.00194835	0.000260404	-0.000419714	1.001318741	-0.000343816	0.000542552	0.000987434	-0.00183331	-0.00106712	0.00194095	0.000269562	-0.000433833
5000	6000	500	-0.000282046	0.000441585	0.00101264	-0.00188871	-0.000980226	0.00181364	0.00019181	-0.000303299	1.005537963	-0.000289408	0.000447579	0.00101608	-0.00188934	-0.000973054	0.00180537	0.000194635	-0.000305875
6000	6000	500	-0.000222737	0.000345177	0.00100844	-0.00188569	-0.00093802	0.00175593	0.000144192	-0.000223051	1.000536879	-0.000231862	0.000353566	0.00101896	-0.00189923	-0.000926777	0.00174562	0.000147594	-0.000226474
7000	6000	500	-0.000307592	0.000468902	0.00172261	-0.00323031	-0.00154644	0.00294597	0.000193957	-0.000294664	2.907119166	-0.000185745	0.000278141	0.00101581	-0.00189876	-0.000904273	0.00172376	0.000116268	-0.000174308
8000	6000	500	-0.000143629	0.000215728	0.00100268	-0.00188303	-0.000899486	0.0017284	9.27E-05	-0.000135915	0.99817289	-0.000150239	0.000220917	0.00101091	-0.00189483	-0.000892028	0.0017224	9.41E-05	-0.000136618
9000	6000	500	-0.000119634	0.000177752	0.00101533	-0.00190849	-0.000884107	0.00171766	7.63E-05	-0.000109059	1.003077534	-0.000122604	0.000176951	0.00100615	-0.00188965	-0.000887504	0.00173043	7.72E-05	-0.000108221
-9000	9000	500	0.000147576	-0.00020034	0.00163484	-0.00312924	-0.00161071	0.00309179	-0.000100317	0.000129144	2.890519964	0.000109927	-0.00014586	0.000960623	-0.00183808	-0.000949808	0.00182555	-7.90E-05	0.000107232
-8000	9000	500	0.000132723	-0.000183759	0.00094977	-0.00181394	-0.000965141	0.00182719	-9.46E-05	0.000139956	0.989408903	0.000123637	-0.000169	0.000952752	-0.00182505	-0.000964524	0.00183631	-9.05E-05	0.000127399
-7000	9000	500	0.000136267	-0.000191959	0.000944685	-0.00180604	-0.000992673	0.00186205	-9.99E-05	0.000148032	1.003395895	0.000136527	-0.000189713	0.000941561	-0.00180594	-0.000986832	0.00185888	-0.000102415	0.000148497
-6000	9000	500	0.000144697	-0.000208132	0.000937629	-0.00179539	-0.00101929	0.00189557	-0.000111412	0.000167495	1.012983976	0.000144732	-0.00020427	0.000923862	-0.00177651	-0.00101393	0.00189515	-0.000113681	0.000168597
-5000	9000	500	2.75E-05	-4.07E-05	0.000160956	-0.000308691	-0.000187909	0.000345971	-2.32E-05	3.58E-05	0.031641924	0.000144212	-0.000206677	0.000899156	-0.00173421	-0.00104935	0.00194714	-0.000121864	0.000184109
-4000	9000	500	0.000119424	-0.000175737	0.00087522	-0.00169058	-0.00109805	0.00201654	-0.000113601	0.000173308	1.016647872	0.000130617	-0.00019204	0.000866579	-0.00168031	-0.00108986	0.00200108	-0.000122151	0.0001873
-3000	9000	500	0.000102746	-0.000154807	0.000834644	-0.0016207	-0.0011243	0.00205565	-0.000105679	0.000165734	1.005141735	0.000105543	-0.000158963	0.00082997	-0.00161849	-0.00112409	0.00204925	-0.000108717	0.00016842
-2000	9000	500	7.10E-05	-0.000106597	0.000801916	-0.00156553	-0.00114973	0.00209428	-7.76E-05	0.00012263	1.004667653	7.27E-05	-0.000107037	0.000797196	-0.00156338	-0.00114641	0.00208995	-7.90E-05	0.000122884
-1000	9000	500	3.43E-05	-4.94E-05	0.000779893	-0.00152779	-0.00116932	0.00211953	-3.65E-05	5.78E-05	1.004101384	3.25E-05	-4.50E-05	0.000776444	-0.00152763	-0.00116276	0.00211435	-3.61E-05	5.66E-05
0	9000	500	-6.13E-06	1.27E-05	0.000644441	-0.00126412	-0.00117367	0.00212613	1.36E-05	-2.16E-05	0.836950518	-1.02E-05	1.68E-05	0.000772169	-0.00152089	-0.00116491	0.00211415	1.26E-05	-1.92E-05
1000	9000	500	-5.05E-05	7.94E-05	0.000795449	-0.00155742	-0.00156505	0.00284524	7.98E-05	-0.000125846	1.366343685	-5.21E-05	7.76E-05	0.000785014	-0.00154215	-0.00115716	0.0021046	5.91E-05	-9.19E-05
2000	9000	500	-7.47E-05	0.000112302	0.000681298	-0.00132804	-0.00114054	0.00208096	9.47E-05	-0.000148779	0.839074227	-9.03E-05	0.000133693	0.000812518	-0.00158857	-0.00113725	0.00207462	9.61E-05	-0.000148791
3000	9000	500	-0.000114496	0.000168695	0.000859615	-0.00166533	-0.00110404	0.00202505	0.000112559	-0.000175031	1.010218037	-0.000120578	0.000177809	0.000848241	-0.00164842	-0.00110636	0.00202822	0.000117806	-0.000180953
4000	9000	500	-5.80E-05	8.40E-05	0.000401412	-0.000773647	-0.000761679	0.00139527	7.10E-05	-0.000104155	0.32213614	-0.000138641	0.000202835	0.000883639	-0.00170828	-0.00106887	0.00197323	0.000123716	-0.000187829
5000	9000	500	-0.000146322	0.000213845	0.000914176	-0.00175621	-0.00130444	0.00241516	0.000147736	-0.00022466	1.258787055	-0.000144019	0.000207617	0.000912596	-0.00175747	-0.00103236	0.00191933	0.000118539	-0.000177374
6000	9000	500	-0.000148571	0.000214957	0.000932839	-0.00178619	-0.00127487	0.0023759	0.000167412	-0.00025988	1.260018729	-0.000139886	0.000197683	0.000933724	-0.00179206	-0.00100024	0.00187517	0.000108029	-0.000158924
7000	9000	500	-9.12E-05	0.000128432	0.000630721	-0.00120504	-0.000986864	0.00185342	0.000105817	-0.000158959	0.666689014	-0.000130128	0.000179613	0.000948453	-0.0018169	-0.000974612	0.00184461	9.61E-05	-0.000138242
8000	9000	500	-0.000155955	0.000213239	0.00130277	-0.00248936	-0.00129676	0.00247483	0.000106221	-0.000150224	1.843110342	-0.000117436	0.00015875	0.000957296	-0.001832	-0.000955218	0.00182684	8.45E-05	-0.000117694
9000	9000	500	-0.000103605	0.000140204	0.000956394	-0.00182516	-0.00094588	0.00181292	7.15E-05	-9.89E-05	0.989041933	-0.000103792	0.000138114	0.000963505	-0.00184205	-0.000943853	0.00181885	7.36E-05	-9.89E-05
-9000	-9000	1000	-4.01E-05	0.00010018	0.000361398	-0.00112662	-0.000358348	0.00111575	3.09E-05	-7.68E-05	1.006977187	-4.10E-05	0.000103975	0.00036114	-0.00112362	-0.000357098	0.00111068	3.03E-05	-7.35E-05
-8000	-9000	1000	-4.39E-05	0.000111053	0.000357525	-0.00111464	-0.000364784	0.00112557	3.37E-05	-8.64E-05	1.004015462	-4.62E-05	0.000117671	0.000358475	-0.00111462	-0.000360129	0.00112243	3.48E-05	-8.60E-05
-7000	-9000	1000	-5.68E-05	0.000144109	0.000416513	-0.00130129	-0.000440607	0.00134587	4.47E-05	-0.000115359	1.397716669	-5.09E-05	0.000130237	0.000353988	-0.00110265	-0.000365918	0.0011391	3.96E-05	-9.93E-05
-6000	-9000	1000	-6.01E-05	0.000155752	0.000408273	-0.00127876	-0.000454478	0.00137508	4.90E-05	-0.000127847	1.401264569	-5.41E-05	0.000138909	0.000347316	-0.00108384	-0.000374457	0.00116154	4.42E-05	-0.000112272
-5000	-9000	1000	-5.14E-05	0.000134547	0.000337638	-0.00105745	-0.000398804	0.00120029	4.46E-05	-0.000119266	1.009792696	-5.43E-05	0.000140251	0.000337691	-0.00105729	-0.0003863	0.00119307	4.77E-05	-0.000122201
-4000	-9000	1000	-4.72E-05	0.000125433	0.00032702	-0.001026	-0.000413917	0.00123754	4.47E-05	-0.000119118	1.017258936	-5.01E-05	0.000129667	0.000325164	-0.00102181	-0.000399494	0.00122636	4.79E-05	-0.000124023
-3000	-9000	1000	-3.70E-05	9.94E-05	0.000311804	-0.000982	-0.000431233	0.00128594	3.93E-05	-0.000106226	1.024618403	-4.11E-05	0.000105931	0.00031104	-0.000982847	-0.000412258	0.00125893	4.27E-05	-0.000111331
-2000	-9000	1000	-2.27E-05	6.47E-05	0.000295957	-0.000937072	-0.00043659	0.00129343	2.90E-05	-7.93E-05	1.000798642	-2.81E-05	7.15E-05	0.000298559	-0.000947756	-0.000421471	0.00128236	3.11E-05	-8.12E-05
-1000	-9000	1000	-1.65E-05	4.38E-05	0.000390841	-0.00125061	-0.000743616	0.00222016	2.55E-05	-6.89E-05	2.318381659	-1.30E-05	3.17E-05	0.000290599	-0.000925677	-0.000426963	0.00129521	1.46E-05	-3.76E-05
0	-9000	1000	4.47E-06	-1.45E-05	0.000392611	-0.00125251	-0.000745288	0.00222223	-5.55E-06	1.64E-05	2.330689302	3.43E-06	-9.75E-06	0.000288674	-0.000921491	-0.000428298	0.00129817	-4.35E-06	1.22E-05
1000	-9000	1000	1.92E-05	-4.87E-05	0.000296986	-0.000939938	-0.000434111	0.00128862	-2.05E-05	5.54E-05	1.006985856	1.99E-05	-5.10E-05	0.000293318	-0.000935418	-0.000424335	0.00129027	-2.30E-05	6.00E-05
2000	-9000	1000	4.83E-05	-0.000130427	0.000461365	-0.00145324	-0.000406291	0.00121782	-3.28E-05	8.87E-05	1.445412284	3.44E-05	-8.92E-05	0.000303914	-0.000965044	-0.000417136	0.00127276	-3.74E-05	9.80E-05
3000	-9000	1000	1.86E-05	-4.81E-05	0.000141209	-0.000442087	-0.00033889	0.000994321	-3.48E-05	9.14E-05	0.354687709	4.55E-05	-0.000118867	0.000317647	-0.00100341	-0.000406419	0.00124313	-4.58E-05	0.000119361
4000	-9000	1000	4.96E-05	-0.00013311	0.000341972	-0.00107038	-0.000396549	0.00119739	-4.43E-05	0.000118895	1.019717273	5.22E-05	-0.000135898	0.000331299	-0.00104158	-0.000393551	0.00121083	-4.81E-05	0.00012416
5000	-9000	1000	5.06E-05	-0.000130185	0.000340735	-0.00106714	-0.000389602	0.00117762	-4.27E-05	0.000113302	0.999327466	5.43E-05	-0.000140027	0.000342371	-0.0010721	-0.000380318	0.00117731	-4.62E-05	0.000117489
6000	-9000	1000	7.18E-05	-0.000169324	0.000502857	-0.00157549	-0.000545782	0.00163953	-5.50E-05	0.000150345	2.061772306	5.24E-05	-0.000134528	0.000350413	-0.00109468	-0.0003697	0.00114976	-4.21E-05	0.000105644
7000	-9000	1000	6.89E-05	-0.00017779	0.000503265	-0.00158528	-0.000688084	0.00212993	-6.20E-05	0.000172015	2.69138847	4.78E-05	-0.000123637	0.000356243	-0.00110964	-0.000362908	0.00113026	-3.71E-05	9.26E-05
8000	-9000	1000	4.37E-05	-0.000102872	0.000352838	-0.00110069	-0.000366821	0.00112667	-3.21E-05	8.06E-05	0.993877775	4.25E-05	-0.000110107	0.000360058	-0.00111963	-0.000359202	0.00111558	-3.22E-05	7.93E-05
9000	-9000	1000	4.82E-05	-0.000119595	0.000483452	-0.00151487	-0.000602477	0.00188707	-4.32E-05	0.000111209	2.29030546	3.75E-05	-9.64E-05	0.00036207	-0.00112664	-0.000356681	0.00110682	-2.82E-05	6.71E-05
-9000	-6000	1000	-3.07E-05	8.37E-05	0.000249935	-0.000766707	-0.000279279	0.00087165	2.68E-05	-6.76E-05	0.550471664	-5.53E-05	0.000137596	0.00037791	-0.00116278	-0.000333336	0.00104578	3.25E-05	-8.12E-05
-8000	-6000	1000	-5.90E-05	0.000161982	0.000382826	-0.00117257	-0.00034067	0.00105447	3.94E-05	-0.000102454	1.014800373	-6.79E-05	0.00017154	0.000379806	-0.00116653	-0.000333511	0.00104731	4.01E-05	-0.00010202
-7000	-6000	1000	-7.23E-05	0.000200432	0.000382374	-0.00116928	-0.000348073	0.00106452	4.85E-05	-0.000128835	1.013451531	-8.37E-05	0.000215209	0.000381323	-0.00116819	-0.000337329	0.00105639	5.05E-05	-0.000130405
-6000	-6000	1000	-8.91E-05	0.000251422	0.000379799	-0.00116091	-0.000360442	0.00108759	6.20E-05	-0.000167654	1.00500091	-0.000103557	0.000270848	0.000381837	-0.00116775	-0.000348431	0.00108331	6.54E-05	-0.000171425
-5000	-6000	1000	-0.000192228	0.000535739	0.000638757	-0.00196034	-0.000650367	0.00194783	0.000145452	-0.000393845	2.915854193	-0.000125946	0.000335606	0.000377887	-0.00115324	-0.000373005	0.00114378	8.81E-05	-0.000235422
-4000	-6000	1000	-0.000121483	0.00034245	0.000353134	-0.00107723	-0.000431698	0.00127733	0.000117774	-0.000327931	1.01541136	-0.000137404	0.000367752	0.000354016	-0.00107996	-0.000421352	0.00126901	0.000122485	-0.00033313
