X	Y	T	realZxx	imagZxx	realZxy	imagZxy	realZyx	imagZyx	realZyy	imagZyy	KR	realZxx_real	imagZxx_real	realZxy_real	imagZxy_real	realZyx_real	imagZyx_real	realZyy_real	imagZyy_real
-8000	6000	0.5	-1.31E-06	6.89E-05	0.0102324	-0.00579574	-0.0103764	0.00589224	4.42E-05	-8.22E-05	0.989909533	-8.50E-05	9.95E-05	0.0103113	-0.00581173	-0.0104002	0.00594002	5.14E-05	-7.76E-05
-7000	6000	0.5	-1.26E-05	0.000162978	0.0139596	-0.00801163	-0.0177525	0.0102146	0.000107913	-0.000226	2.318895316	-0.00011878	0.000170301	0.0103167	-0.00580642	-0.0104097	0.0059895	7.75E-05	-0.000129577
-6000	6000	0.5	8.26E-06	0.000227515	0.0104037	-0.0060245	-0.0178375	0.0104252	0.000103147	-0.000402088	1.744650175	-0.000147472	0.000302291	0.010324	-0.00581912	-0.0103849	0.00604656	0.000103168	-0.00023494
-5000	6000	0.5	-6.58E-05	0.000636127	0.0140093	-0.00813303	-0.0140375	0.00832501	0.000106633	-0.000620488	1.862024493	-0.000140777	0.000511446	0.0103177	-0.00588314	-0.0103148	0.0060494	0.000100991	-0.000452346
-4000	6000	0.5	-5.50E-06	0.000600932	0.0101284	-0.00615468	-0.0103397	0.00588896	-1.04E-05	-0.000821872	1.001740129	-8.54E-05	0.000675554	0.0102127	-0.00618939	-0.0102362	0.00585523	1.91E-05	-0.000829878
-3000	6000	0.5	-4.01E-05	0.000407979	0.00990238	-0.00696719	-0.0102961	0.00567221	-3.52E-05	-0.00097199	1.010898013	-0.00011104	0.000443052	0.00989704	-0.00698397	-0.0101784	0.005624	1.87E-05	-0.000991521
-2000	6000	0.5	-6.53E-05	0.000169255	0.00988759	-0.00760776	-0.0102016	0.00571833	8.12E-05	-0.000625798	1.016559917	-9.74E-05	0.000166024	0.00979131	-0.00760122	-0.0100912	0.00568265	0.000122863	-0.000642488
-1000	6000	0.5	-1.85E-05	3.14E-05	0.00702628	-0.00537133	-0.0046204	0.00264116	2.90E-05	-0.000110245	0.322843993	-4.17E-05	4.38E-05	0.00981737	-0.00784257	-0.0100658	0.00577221	8.16E-05	-0.00025358
0	6000	0.5	1.25E-05	-2.52E-06	0.0096813	-0.00722996	-0.00460329	0.00264097	-1.28E-05	3.52E-05	0.438248848	1.30E-05	-1.30E-05	0.00982857	-0.00788136	-0.0100659	0.00579422	-2.85E-05	8.26E-05
1000	6000	0.5	3.91E-05	-4.77E-05	0.00701092	-0.00532282	-0.00462301	0.00263023	-4.56E-05	0.00019231	0.323052429	7.00E-05	-8.98E-05	0.00980206	-0.00775875	-0.0100761	0.00573509	-0.000116582	0.000441121
2000	6000	0.5	0.000157351	-0.000279742	0.0098413	-0.00734288	-0.0101852	0.00567584	-0.000111808	0.000863652	1.007396645	0.00011477	-0.000283649	0.0098113	-0.00734921	-0.0101268	0.00563683	-8.71E-05	0.000842536
3000	6000	0.5	-0.000317018	-0.000804531	0.0171398	-0.0112438	-0.017496	0.00996509	0.000435958	0.00156355	2.943193899	8.79E-05	-0.000608355	0.0100566	-0.00654992	-0.0102241	0.00569226	2.79E-05	0.0010041
4000	6000	0.5	9.22E-05	-0.000568686	0.0102242	-0.00596601	-0.010352	0.00600371	-0.000103005	0.00065892	1.001412491	0.000112694	-0.00062185	0.0102862	-0.00598087	-0.0102715	0.00598486	-7.23E-05	0.000622889
5000	6000	0.5	7.06E-05	-0.000316513	0.0103236	-0.00584108	-0.0103922	0.00601792	-7.97E-05	0.000327457	1.001111998	0.00015081	-0.000398881	0.0103257	-0.00583715	-0.0103551	0.00606056	-0.000109225	0.000325673
6000	6000	0.5	5.04E-05	-0.000167385	0.0102496	-0.00578085	-0.0104323	0.00598448	-7.21E-05	0.000177278	0.994012786	0.000135045	-0.00022762	0.0103223	-0.00581016	-0.0104048	0.00602153	-9.20E-05	0.000172092
7000	6000	0.5	5.20E-05	-0.000225506	0.0175566	-0.00996882	-0.0176751	0.0100665	-6.27E-05	0.000181647	2.892581931	0.000100936	-0.000129627	0.0103157	-0.00580764	-0.0104064	0.00596296	-6.43E-05	9.87E-05
8000	6000	0.5	2.19E-06	-5.59E-05	0.0102461	-0.00578178	-0.0103808	0.00589597	-2.97E-05	7.22E-05	0.992102701	7.06E-05	-7.93E-05	0.0103096	-0.0058133	-0.0103919	0.00592394	-4.12E-05	6.26E-05
9000	6000	0.5	-1.29E-05	-4.49E-05	0.0103893	-0.0058416	-0.010299	0.00586563	-1.51E-05	5.20E-05	0.999623431	5.06E-05	-5.38E-05	0.010306	-0.00581959	-0.0103761	0.00590872	-2.74E-05	4.47E-05
-9000	9000	0.5	-0.000319071	0.000238253	0.0176162	-0.0101035	-0.0176922	0.010134	0.000327595	-0.000214377	2.933710902	-4.00E-05	3.97E-05	0.0103216	-0.00585152	-0.0103393	0.00587356	2.70E-05	-4.53E-05
-8000	9000	0.5	8.25E-05	1.27E-05	0.0102734	-0.00584399	-0.0102855	0.00583717	-5.51E-05	-2.44E-05	0.990454195	-4.77E-05	4.91E-05	0.010328	-0.00585007	-0.0103396	0.00587032	3.41E-05	-5.59E-05
-7000	9000	0.5	2.34E-07	4.67E-05	0.0103476	-0.0058716	-0.010354	0.00583675	2.20E-05	-7.70E-05	1.001087722	-5.76E-05	6.08E-05	0.0103417	-0.00586045	-0.0103368	0.0058636	4.49E-05	-7.14E-05
-6000	9000	0.5	-3.08E-06	6.74E-05	0.0104602	-0.00592608	-0.0103282	0.00583296	3.25E-05	-0.000100867	1.008413045	-6.78E-05	7.42E-05	0.0103585	-0.00588428	-0.0103278	0.00585316	5.83E-05	-9.20E-05
-5000	9000	0.5	1.64E-05	4.25E-06	0.00184113	-0.00109691	-0.00183419	0.001076	-1.03E-05	-1.50E-05	0.032171373	-7.39E-05	8.47E-05	0.0103851	-0.00592496	-0.0103139	0.00583352	7.18E-05	-0.000115839
-4000	9000	0.5	-0.000103816	9.88E-05	0.0104737	-0.00602141	-0.0104218	0.00582332	0.0001397	-0.000187803	1.014892546	-7.24E-05	8.42E-05	0.0104162	-0.00599297	-0.0102978	0.00581176	8.01E-05	-0.000133307
-3000	9000	0.5	-2.62E-05	4.28E-05	0.0104324	-0.00608025	-0.0103435	0.00578813	6.23E-05	-0.000140021	1.003334422	-6.19E-05	6.89E-05	0.0104519	-0.00607535	-0.0102817	0.00579008	7.84E-05	-0.000129031
-2000	9000	0.5	-1.43E-05	2.24E-05	0.010454	-0.00615417	-0.0103414	0.00577662	4.01E-05	-0.000102922	1.003277893	-4.35E-05	4.42E-05	0.0104847	-0.00614936	-0.0102697	0.00577824	6.16E-05	-9.65E-05
-1000	9000	0.5	6.99E-08	8.13E-06	0.0104569	-0.00619654	-0.0103512	0.00578559	9.07E-06	-4.41E-05	1.003331721	-1.99E-05	1.83E-05	0.0105087	-0.00619716	-0.010263	0.00577388	2.95E-05	-4.38E-05
0	9000	0.5	-9.30E-06	-6.34E-06	0.0087056	-0.00520431	-0.0103722	0.0057893	3.76E-06	1.46E-05	0.838173417	6.22E-06	-6.30E-06	0.0105137	-0.00620769	-0.0102598	0.00577367	-1.07E-05	1.56E-05
1000	9000	0.5	1.86E-05	-2.75E-05	0.0105546	-0.00631689	-0.0139636	0.00786285	-3.70E-05	0.00010567	1.374001352	3.18E-05	-3.17E-05	0.0105003	-0.00617658	-0.0102635	0.00577461	-4.77E-05	7.21E-05
2000	9000	0.5	1.79E-05	-4.60E-05	0.00869264	-0.00512604	-0.0103565	0.00579639	-4.91E-05	0.000122198	0.837961224	5.36E-05	-5.80E-05	0.0104692	-0.00611103	-0.0102748	0.00578414	-7.22E-05	0.000115677
3000	9000	0.5	5.43E-05	-6.69E-05	0.0104909	-0.00605705	-0.010342	0.00578233	-7.64E-05	0.00014522	1.008158308	6.85E-05	-7.91E-05	0.0104377	-0.00602993	-0.010289	0.00580005	-8.10E-05	0.00013439
4000	9000	0.5	4.14E-05	-3.69E-05	0.00470475	-0.0027022	-0.00731922	0.0039609	-0.000217472	0.000170565	0.318237687	7.42E-05	-8.70E-05	0.0103994	-0.00595265	-0.0103066	0.00582351	-7.74E-05	0.000125977
5000	9000	0.5	-1.42E-05	-4.20E-05	0.0103732	-0.00587142	-0.0130289	0.00723304	-5.30E-05	0.000145888	1.255256039	7.11E-05	-8.09E-05	0.0103704	-0.00589894	-0.0103212	0.00584544	-6.59E-05	0.00010353
6000	9000	0.5	-7.08E-05	-1.42E-05	0.0103118	-0.0058375	-0.0130379	0.00727165	0.000269988	-9.58E-06	1.251788013	6.22E-05	-6.82E-05	0.010349	-0.00587036	-0.0103315	0.00585894	-5.16E-05	8.08E-05
7000	9000	0.5	-2.92E-05	-1.71E-05	0.0068668	-0.00394357	-0.0103689	0.00588546	7.87E-05	3.21E-05	0.668814091	5.20E-05	-5.55E-05	0.0103331	-0.00585599	-0.0103375	0.00586591	-3.89E-05	6.34E-05
8000	9000	0.5	5.31E-05	-0.000180055	0.0140405	-0.00806907	-0.0140073	0.00797961	-6.69E-05	0.000110607	1.850063734	4.35E-05	-4.50E-05	0.0103239	-0.00585078	-0.0103393	0.00587355	-3.01E-05	5.07E-05
9000	9000	0.5	1.36E-06	-3.39E-05	0.0102398	-0.00582266	-0.0103584	0.00586999	-2.87E-05	5.02E-05	0.994049944	3.72E-05	-3.61E-05	0.0103201	-0.0058498	-0.0103408	0.00587529	-2.49E-05	4.10E-05
-9000	-9000	1	2.34E-05	-7.95E-05	0.0096127	-0.0034389	-0.00965195	0.00348636	-8.70E-06	5.71E-05	0.998269727	3.89E-05	-7.74E-05	0.00963482	-0.00345698	-0.00964302	0.00348381	9.18E-06	6.01E-05
-8000	-9000	1	4.48E-05	-0.000114081	0.00958954	-0.00345013	-0.0096352	0.00348913	-3.81E-05	9.15E-05	0.993122452	4.64E-05	-0.000109847	0.00964521	-0.00347947	-0.0096427	0.00349158	5.01E-06	8.58E-05
-7000	-9000	1	5.81E-05	-0.000179257	0.0113581	-0.00414818	-0.0113646	0.00414746	-6.40E-05	0.000168066	1.389335473	4.86E-05	-0.000148988	0.00965234	-0.00351444	-0.00963766	0.003488	2.69E-06	0.000123417
-6000	-9000	1	5.05E-05	-0.000230671	0.0113562	-0.00422746	-0.0113512	0.00412005	-6.36E-05	0.00023141	1.391556994	4.41E-05	-0.000188181	0.00963679	-0.00356367	-0.00962794	0.00346916	5.84E-06	0.00017258
-5000	-9000	1	3.11E-05	-0.000218775	0.00958935	-0.00364988	-0.00961436	0.00343402	-3.88E-05	0.000258808	0.995663493	3.50E-05	-0.000215378	0.00962576	-0.00365565	-0.00962348	0.003433	1.62E-05	0.000225259
-4000	-9000	1	1.87E-05	-0.000219275	0.00958335	-0.00378973	-0.00960848	0.00337249	-2.86E-05	0.000295533	0.999263496	2.63E-05	-0.000216321	0.00959458	-0.00378061	-0.00960927	0.00337117	2.90E-05	0.000262251
-3000	-9000	1	2.61E-05	-0.000185326	0.00951565	-0.00394555	-0.0096979	0.00333662	-3.02E-05	0.000292382	1.008309415	2.11E-05	-0.000184445	0.00954271	-0.00391625	-0.00960074	0.0033155	3.40E-05	0.000258065
-2000	-9000	1	2.90E-05	-0.000128266	0.00938086	-0.0040538	-0.00961265	0.00328154	-1.06E-05	0.000226268	0.991269799	1.65E-05	-0.00012648	0.00950248	-0.00404545	-0.00959419	0.00327836	2.67E-05	0.000199065
-1000	-9000	1	1.77E-05	-8.56E-05	0.012816	-0.00570838	-0.0163673	0.00560831	4.44E-05	0.000187358	2.320014488	8.19E-06	-5.56E-05	0.00946986	-0.00412374	-0.00959108	0.00325964	1.23E-05	9.46E-05
0	-9000	1	-1.49E-05	3.31E-05	0.0128527	-0.00573702	-0.016324	0.00560231	3.49E-05	-5.13E-05	2.323179388	-2.93E-06	1.88E-05	0.00946401	-0.00414248	-0.00958425	0.00325258	-3.95E-06	-3.12E-05
1000	-9000	1	-1.89E-05	9.15E-05	0.0094689	-0.00410473	-0.00953331	0.00325634	1.68E-05	-0.000161592	0.992291463	-1.29E-05	9.20E-05	0.00948743	-0.00409624	-0.00959704	0.00326961	-2.02E-05	-0.000150086
2000	-9000	1	-3.69E-05	0.000247817	0.0141537	-0.00573175	-0.00923894	0.003169	6.66E-06	-0.000249335	1.423856281	-1.91E-05	0.000157569	0.009521	-0.00398755	-0.00959823	0.00329451	-3.26E-05	-0.000235153
3000	-9000	1	-1.38E-05	8.24E-05	0.00419215	-0.00161156	-0.00739946	0.0022574	2.84E-05	-0.000221127	0.33089899	-2.31E-05	0.000204185	0.00956571	-0.00384676	-0.00961657	0.00334979	-3.40E-05	-0.000267413
4000	-9000	1	-3.31E-05	0.000226895	0.00982343	-0.00376664	-0.00950021	0.00336974	3.02E-05	-0.000279692	1.009284437	-2.96E-05	0.000219677	0.00960858	-0.003712	-0.00961557	0.00340438	-2.33E-05	-0.000248572
5000	-9000	1	-4.83E-05	0.00020805	0.00955401	-0.00358211	-0.00960305	0.0034597	6.61E-05	-0.000236333	0.989314236	-3.91E-05	0.00020415	0.00964007	-0.00361124	-0.00962455	0.00345414	-1.01E-05	-0.000200667
6000	-9000	1	-4.70E-05	0.000305634	0.0139353	-0.00517988	-0.0137931	0.00515456	8.84E-05	-0.000275009	2.082426536	-4.65E-05	0.000169451	0.00964523	-0.0035366	-0.00962413	0.00347686	-2.57E-06	-0.000147328
7000	-9000	1	-6.54E-05	0.000194122	0.0138419	-0.00507329	-0.0180972	0.00661178	4.15E-05	-0.000231203	2.700737927	-4.80E-05	0.000129209	0.00964137	-0.00349073	-0.0096434	0.00349394	-2.54E-06	-0.000102737
8000	-9000	1	-4.09E-05	9.60E-05	0.00945096	-0.00341282	-0.00966721	0.00350581	3.70E-05	-7.87E-05	0.98357058	-4.29E-05	9.26E-05	0.00964004	-0.00346738	-0.00964231	0.00348934	-6.73E-06	-7.10E-05
9000	-9000	1	-4.68E-05	0.000101976	0.0130178	-0.00472522	-0.01648	0.00600646	5.31E-05	-8.00E-05	2.316619353	-3.38E-05	6.46E-05	0.00963486	-0.00345611	-0.00963567	0.0034768	-1.18E-05	-5.01E-05
-9000	-6000	1	3.46E-05	-0.000106979	0.00632404	-0.00224507	-0.00795587	0.00294789	-3.34E-05	7.68E-05	0.537816311	5.51E-05	-0.000158493	0.00965814	-0.00342889	-0.00967091	0.00362851	1.48E-06	8.87E-05
-8000	-6000	1	3.27E-05	-0.0002561	0.00965416	-0.00342032	-0.00962698	0.00369943	-3.70E-05	0.000160387	0.997524992	5.03E-05	-0.00025283	0.00965985	-0.00342813	-0.00964424	0.00370241	5.26E-06	0.000146185
-7000	-6000	1	1.43E-05	-0.000397852	0.00962639	-0.00342351	-0.00958316	0.00377175	-2.89E-05	0.000271081	0.996495397	1.53E-05	-0.000391455	0.00966915	-0.00343659	-0.00957839	0.00375838	2.81E-05	0.000241675
-6000	-6000	1	-7.05E-05	-0.000587829	0.00953988	-0.00341746	-0.00949947	0.00378863	3.89E-05	0.000443087	0.987946107	-7.71E-05	-0.000586393	0.00965999	-0.00345322	-0.00950087	0.00378218	9.79E-05	0.00039753
-5000	-6000	1	-0.000430619	-0.00142527	0.0162841	-0.00601391	-0.0160203	0.00634486	0.00039318	0.00120589	2.888194381	-0.000257147	-0.000828119	0.0095977	-0.00351853	-0.00943712	0.00369534	0.000274752	0.000650507
-4000	-6000	1	-0.000387479	-0.000981863	0.00922574	-0.00379228	-0.00956143	0.00339111	0.00058107	0.0011017	0.99872289	-0.000435233	-0.000972175	0.00929407	-0.00379654	-0.00951677	0.0033757	0.000636183	0.00103048
-3000	-6000	1	-0.000106259	-0.000318701	0.00381097	-0.00204949	-0.00683514	0.00208497	0.000468945	0.000866914	0.318699829	-0.000250854	-0.000705693	0.00846081	-0.00449969	-0.00965748	0.00302873	0.000777422	0.00121399
-2000	-6000	1	-8.27E-05	-0.000350966	0.00792322	-0.00518165	-0.00951679	0.00296928	0.000426932	0.00093341	1.001619393	-4.90E-05	-0.000348717	0.00789876	-0.00513232	-0.00955156	0.00298088	0.000446128	0.000883247
-1000	-6000	1	3.10E-06	-0.000119136	0.00769917	-0.00547939	-0.00935266	0.00299608	0.000147148	0.000404005	0.990548873	3.02E-06	-0.000120029	0.00771465	-0.00544264	-0.00945307	0.0030197	0.000158795	0.000385976
0	-6000	1	2.11E-05	4.62E-05	0.00771335	-0.00555722	-0.00938807	0.00302468	-5.31E-05	-0.000143099	1.000631882	-1.68E-06	3.79E-05	0.00769225	-0.00549926	-0.00943472	0.0030338	-5.10E-05	-0.000128918
1000	-6000	1	1.07E-05	0.00010075	0.00350873	-0.00242881	-0.00657035	0.00201978	-0.000182809	-0.000456984	0.312435868	1.02E-05	0.000219708	0.00777806	-0.00532896	-0.00949533	0.00300064	-0.000288987	-0.000640631
2000	-6000	1	0.000120819	0.000514421	0.00813347	-0.00490355	-0.00957341	0.00295519	-0.000600169	-0.00114519	0.999629379	0.000126867	0.000511291	0.00811521	-0.00486134	-0.0096127	0.0029815	-0.000624327	-0.00108813
3000	-6000	1	0.000391109	0.000892173	0.00890861	-0.00411791	-0.00959885	0.0031276	-0.000772401	-0.00126057	0.996843499	0.000387784	0.000887375	0.00890439	-0.00411045	-0.00963522	0.00316048	-0.00080849	-0.00120044
4000	-6000	1	0.000251717	0.00060564	0.00621739	-0.00236406	-0.00925691	0.00341701	-0.000427452	-0.000845032	0.639863953	0.000366852	0.000934173	0.00949905	-0.00361271	-0.00944499	0.00356771	-0.000431813	-0.000827935
5000	-6000	1	0.000140308	0.00071002	0.00961464	-0.00346126	-0.0109763	0.0043326	-0.000116858	-0.000640761	1.157086243	0.000155811	0.000705014	0.00963791	-0.00347365	-0.00945397	0.00375603	-0.00016715	-0.000508782
6000	-6000	1	-3.62E-05	0.000498386	0.00960232	-0.00341567	-0.0110753	0.00436568	0.000116115	-0.000427349	1.151901199	2.21E-05	0.000481548	0.00966068	-0.0034404	-0.0095454	0.00378169	-5.36E-05	-0.000310739
7000	-6000	1	-0.000136372	0.000340574	0.00956574	-0.00339874	-0.00962697	0.00374393	0.000132135	-0.000232104	0.990823019	-3.75E-05	0.000315874	0.00966027	-0.00343	-0.00961933	0.00373544	-1.27E-05	-0.000187924
8000	-6000	1	-8.88E-05	0.000338849	0.0164438	-0.00586567	-0.0131141	0.00507167	6.08E-05	-0.000168511	2.317536393	-5.51E-05	0.000200829	0.0096586	-0.00342886	-0.00966123	0.00366788	-2.15E-06	-0.000113382
9000	-6000	1	3.64E-05	9.66E-05	0.00956537	-0.00339651	-0.00965698	0.00361292	-4.27E-05	-4.56E-05	0.989837216	-5.15E-05	0.00012452	0.00964939	-0.00342652	-0.00967865	0.00359831	-3.06E-06	-6.88E-05
-9000	-3000	1	4.45E-05	-0.000112719	0.00562565	-0.00200239	-0.00972838	0.00389396	-3.61E-05	5.97E-05	0.585036801	5.12E-05	-0.000142292	0.00966584	-0.00338661	-0.00969891	0.00386982	-4.97E-06	5.46E-05
-8000	-3000	1	5.02E-05	-0.000236883	0.00958424	-0.00333683	-0.00960708	0.00408628	-4.42E-05	9.68E-05	0.990822301	5.03E-05	-0.000233891	0.0096766	-0.00335942	-0.00960836	0.00408005	-6.41E-06	8.70E-05
-7000	-3000	1	3.70E-05	-0.000377301	0.0096013	-0.00329115	-0.00941435	0.00435298	-5.00E-05	0.00014946	0.9916715	2.80E-05	-0.000373677	0.00968447	-0.00331293	-0.00941488	0.00434847	-2.16E-06	0.000130918
-6000	-3000	1	-3.58E-05	-0.000580158	0.00959444	-0.00320611	-0.0114103	0.00587454	-3.57E-05	0.00027008	1.24582469	-3.34E-05	-0.00058001	0.00971147	-0.00324199	-0.00903107	0.00469439	1.04E-05	0.0001828
-5000	-3000	1	-0.000160844	-0.000846646	0.00953512	-0.00310156	-0.00831735	0.00514344	-2.26E-06	0.000249459	0.982079136	-0.000152325	-0.000852642	0.00971113	-0.00316106	-0.00831442	0.00514411	2.30E-05	0.000224843
-4000	-3000	1	-0.000446662	-0.0017414	0.015529	-0.00581705	-0.00709119	0.00577927	-1.69E-05	0.000226263	1.717646429	-0.000252434	-0.00100613	0.00916886	-0.00342268	-0.00706122	0.00561902	2.77E-06	0.000207577
-3000	-3000	1	-4.15E-05	-0.000516204	0.00639805	-0.00503079	-0.00579687	0.00599836	-4.53E-05	0.000139726	0.984825923	-4.39E-05	-0.000527026	0.0065392	-0.00506655	-0.00579134	0.00599182	-3.61E-05	0.000135519
-2000	-3000	1	5.15E-05	-0.000152161	0.00530008	-0.00614843	-0.00528056	0.00629204	-2.37E-05	7.88E-05	0.989733293	5.83E-05	-0.000159096	0.0053847	-0.00619144	-0.00527822	0.0062896	-3.50E-05	8.39E-05
-1000	-3000	1	7.10E-05	-5.72E-05	0.00890392	-0.011196	-0.00685586	0.00881576	-2.14E-05	3.99E-05	2.307732667	3.37E-05	-3.39E-05	0.00522977	-0.00652802	-0.00515078	0.00647795	-1.74E-05	3.50E-05
0	-3000	1	-1.61E-05	3.11E-05	0.00800053	-0.00974032	-0.0050603	0.00644048	-9.71E-06	-7.93E-06	1.483669727	-1.23E-05	8.56E-06	0.00522243	-0.00656974	-0.00513051	0.00651336	5.24E-06	-1.15E-05
1000	-3000	1	-4.32E-05	5.28E-05	0.00446615	-0.00487437	-0.00442113	0.00485777	2.14E-05	-4.03E-05	0.635163198	-5.17E-05	7.66E-05	0.00526252	-0.00641208	-0.00518896	0.0064035	2.71E-05	-5.87E-05
2000	-3000	1	-2.61E-05	0.000310443	0.00858128	-0.00874489	-0.00533902	0.0060458	-2.90E-07	-6.62E-05	1.478181481	-3.31E-05	0.000300674	0.00573163	-0.00576874	-0.00546029	0.00614834	3.92E-05	-0.000109675
3000	-3000	1	0.000125622	0.0015797	0.0134841	-0.0070519	-0.0107096	0.00993924	0.000294292	-0.000392494	2.884801509	0.000175596	0.000823618	0.00795339	-0.00412523	-0.006322	0.0058137	2.26E-05	-0.000169537
4000	-3000	1	0.000284437	0.000931158	0.00945198	-0.00311933	-0.00776818	0.00538871	-6.69E-05	-0.000232769	0.986441406	0.000222167	0.000976249	0.00959942	-0.00318187	-0.00775099	0.00538257	-2.01E-05	-0.00022824
5000	-3000	1	8.77E-05	0.000707438	0.00961281	-0.00315737	-0.00873313	0.00491107	2.35E-05	-0.000231753	0.987250286	8.68E-05	0.000710719	0.00972568	-0.0032026	-0.00873897	0.00491824	-1.85E-05	-0.000207154
6000	-3000	1	-5.43E-06	0.000464886	0.00963096	-0.00326262	-0.0092433	0.00450717	4.18E-05	-0.000175524	0.992509083	-3.11E-06	0.00046656	0.00969564	-0.00328357	-0.00925147	0.00450861	-3.64E-06	-0.000156446
7000	-3000	1	-2.89E-05	0.000192754	0.00632112	-0.00218679	-0.00628371	0.00277608	2.78E-05	-7.88E-05	0.430960156	-4.26E-05	0.000295742	0.00968281	-0.00334298	-0.0095215	0.00420256	4.78E-06	-0.000107665
8000	-3000	1	-5.30E-05	0.000187269	0.00954309	-0.00334027	-0.00966269	0.00398108	2.38E-05	-7.38E-05	0.987391083	-5.24E-05	0.000182526	0.00967023	-0.00337594	-0.00966359	0.00397107	5.18E-06	-6.93E-05
9000	-3000	1	-4.42E-05	0.000252213	0.0180607	-0.00639967	-0.013869	0.00554873	2.01E-05	-6.36E-05	2.681237242	-4.71E-05	0.000109527	0.00965498	-0.00339062	-0.00971931	0.00378966	2.13E-06	-4.28E-05
-9000	0	1	-4.24E-06	-2.12E-06	0.00951319	-0.00334623	-0.0097283	0.00398575	4.79E-06	1.80E-06	0.985381748	1.46E-07	-4.88E-07	0.00966769	-0.00338327	-0.00971857	0.0039867	-6.65E-07	-4.63E-07
-8000	0	1	8.25E-06	-4.34E-06	0.00962937	-0.00335069	-0.00959203	0.00423964	-7.80E-06	-2.81E-06	0.994419192	1.23E-07	-6.43E-07	0.00966897	-0.00335793	-0.00960642	0.00425133	-9.11E-07	8.33E-08
-7000	0	1	4.18E-06	5.42E-07	0.00431931	-0.00149932	-0.00883903	0.00417609	-1.17E-05	-5.30E-06	0.418173625	-7.67E-08	-7.62E-07	0.00967104	-0.00332706	-0.00938573	0.00459683	-1.31E-06	3.15E-07
-6000	0	1	4.23E-06	6.05E-06	0.00955144	-0.00325205	-0.00892889	0.00502368	-9.31E-06	-6.04E-06	0.984013409	2.47E-08	-5.53E-07	0.00967293	-0.00329224	-0.00896437	0.00503403	-1.27E-06	-1.86E-07
-5000	0	1	3.01E-06	6.74E-06	0.0163055	-0.00559491	-0.0139093	0.00951074	-5.48E-06	-8.23E-06	2.884423293	4.01E-07	-7.83E-07	0.00962128	-0.00328565	-0.00820995	0.00554149	-3.01E-07	-2.79E-07
-4000	0	1	-1.68E-05	1.32E-05	0.00401058	-0.00162997	-0.00317698	0.00270861	2.47E-05	-9.99E-06	0.202430224	5.50E-07	-1.04E-06	0.00902522	-0.00363695	-0.0069895	0.00594435	-2.25E-07	7.26E-07
-3000	0	1	4.49E-05	-3.38E-05	0.00648413	-0.00529416	-0.00580853	0.00621499	-4.67E-05	2.14E-05	1.007136045	3.46E-07	-7.68E-07	0.00646575	-0.00526292	-0.0057914	0.0061952	-3.48E-07	8.95E-07
-2000	0	1	4.03E-06	-3.35E-06	0.00243511	-0.00290579	-0.002402	0.00295414	-2.64E-06	7.70E-07	0.207622874	-5.76E-09	-4.61E-07	0.00535849	-0.0063715	-0.00526475	0.00648245	-6.55E-07	1.06E-07
-1000	0	1	1.15E-05	-3.15E-06	0.00528058	-0.00678951	-0.00508118	0.00665673	-7.82E-06	6.32E-06	1.004626275	-1.26E-07	-1.50E-07	0.00521745	-0.00671179	-0.00512833	0.00669569	-1.10E-07	5.84E-07
0	0	1	-1.03E-05	1.80E-05	0.0043096	-0.00554117	-0.00417662	0.00546567	1.47E-05	-1.46E-05	0.668633179	-5.50E-07	1.31E-08	0.00521426	-0.00676304	-0.00510909	0.00673887	3.26E-07	5.62E-07
1000	0	1	-6.90E-06	4.97E-06	0.00430976	-0.00541379	-0.00344018	0.00437711	6.72E-07	-4.52E-07	0.544471921	-6.38E-08	-1.91E-07	0.005247	-0.006601	-0.00517144	0.00660778	1.48E-07	-9.59E-07
2000	0	1	3.08E-05	-3.07E-05	0.00661757	-0.00711544	-0.00641372	0.00749839	-3.10E-05	1.61E-05	1.393035282	1.80E-07	-2.34E-07	0.00568754	-0.00595081	-0.00545513	0.00633661	2.29E-07	-4.85E-07
3000	0	1	-1.61E-05	2.60E-05	0.00926017	-0.00501111	-0.00738619	0.00717447	1.89E-05	-2.29E-05	1.38190927	4.27E-07	-8.54E-07	0.00783893	-0.00434618	-0.00630656	0.0060699	-2.76E-08	6.18E-07
4000	0	1	1.33E-06	-1.24E-06	0.009335	-0.00330044	-0.00764846	0.00576901	2.86E-06	6.10E-08	0.982924794	4.41E-07	-5.70E-07	0.00948578	-0.00336179	-0.00765681	0.00577279	6.71E-09	9.80E-07
5000	0	1	2.06E-06	-3.08E-06	0.009643	-0.00325954	-0.00860594	0.0052915	-2.25E-06	4.95E-06	0.994661677	8.66E-08	-3.46E-07	0.00966495	-0.00328222	-0.00863961	0.00528689	-5.55E-07	-2.87E-07
6000	0	1	-0.000167141	6.00E-05	0.0067859	-0.00225635	-0.00414287	0.00217613	4.53E-05	-6.09E-06	0.314941358	-2.76E-07	-5.26E-07	0.00967565	-0.00331281	-0.0092104	0.00480283	-1.33E-06	6.94E-07
7000	0	1	-9.96E-06	-1.41E-05	0.0092131	-0.0030348	-0.00648924	0.00295683	4.23E-06	4.76E-06	0.644556357	-1.40E-07	-6.58E-07	0.00967315	-0.00334686	-0.00951214	0.00440978	-9.54E-07	5.88E-07
